TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
Spiral Butte,South Cascades,11.0,roundtrip,2500.0,5840.0,3.25,4,46.6507912918,-121.278676987,2005-08-12,3,https://www.wta.org/go-hiking/hikes/spiral-butte
Indian Island County Park,Olympic Peninsula,3.0,roundtrip,70.0,50.0,2.88,8,48.031867,-122.729133,2020-07-31,21,https://www.wta.org/go-hiking/hikes/south-indian-island
South Tiger Traverse,Issaquah Alps,3.4,roundtrip,,,3.5,6,47.4433974576,-121.97604847,2021-03-31,61,https://www.wta.org/go-hiking/hikes/south-tiger-traverse
South Puyallup Trail,Mount Rainier Area,3.4,roundtrip,700.0,4200.0,4.0,7,46.8065414181,-121.890895791,2020-09-06,37,https://www.wta.org/go-hiking/hikes/south-puyallup-to-wonderland
Silver Shadow Trail,Southwest Washington,3.0,one-way,,,0.0,0,,,,0,https://www.wta.org/go-hiking/hikes/silver-shadow-trail
Indian Henry's Hunting Ground via Longmire,Mount Rainier Area,14.0,roundtrip,3200.0,5600.0,4.12,8,46.7496666667,-121.81065,2020-11-02,65,https://www.wta.org/go-hiking/hikes/indian-henrys-via-longmire
Cavanaugh Pond Natural Area,Puget Sound and Islands,0.8,roundtrip,,,0.0,0,47.463968,-122.111805,2020-03-18,2,https://www.wta.org/go-hiking/hikes/cavanaugh-pond-natural-area
Fossil Trail,South Cascades,8.0,roundtrip,1300.0,3500.0,5.0,1,46.142931,-122.324099,2020-08-08,4,https://www.wta.org/go-hiking/hikes/fossil-trail
Ape Caves,South Cascades,2.8,roundtrip,350.0,2450.0,4.54,56,46.1083166667,-122.21145,2020-07-12,211,https://www.wta.org/go-hiking/hikes/ape-cave
Suntop Lookout,Mount Rainier Area,2.1,roundtrip,1100.0,5400.0,3.1,10,47.0088210328,-121.532639265,2021-04-15,184,https://www.wta.org/go-hiking/hikes/sun-top
Langus Riverfront Park,Puget Sound and Islands,3.0,roundtrip,,,2.33,3,48.0001929,-122.1755585,2021-04-11,28,https://www.wta.org/go-hiking/hikes/langus-riverfront-park
Lake Hills Greenbelt,Puget Sound and Islands,2.3,roundtrip,50.0,330.0,3.67,3,47.5965559045,-122.132177353,2021-04-18,18,https://www.wta.org/go-hiking/hikes/lake-hills-greenbelt
Skookum Flats,Mount Rainier Area,7.8,roundtrip,300.0,2550.0,3.68,19,47.049021526,-121.570009813,2021-04-19,343,https://www.wta.org/go-hiking/hikes/skookum-flats
Chenuis Falls,Mount Rainier Area,8.0,roundtrip,500.0,2200.0,3.14,7,46.995,-121.9155,2021-04-04,86,https://www.wta.org/go-hiking/hikes/chenuis-falls
Old Mine Trail,Mount Rainier Area,3.4,roundtrip,425.0,2150.0,5.0,1,46.9831635,-121.8380832,2020-11-21,20,https://www.wta.org/go-hiking/hikes/old-mine-trail
Flaming Geyser State Park,Puget Sound and Islands,4.0,roundtrip,450.0,425.0,2.68,19,47.2770833333,-122.0313,2021-04-23,86,https://www.wta.org/go-hiking/hikes/flaming-geyser-state-park
Olallie Lake via Pratt Lake Trail,Snoqualmie Region,6.0,roundtrip,,,4.0,9,47.397839323,-121.486543203,2021-04-18,188,https://www.wta.org/go-hiking/hikes/olallie-lake-via-pratt-lake-trail
Salmon Ridge Snowshoe,North Cascades,5.4,roundtrip,300.0,2400.0,4.0,2,48.9075513,-121.6941181,2021-04-06,17,https://www.wta.org/go-hiking/hikes/salmon-ridge-snowshoe
Eagle Trail,Puget Sound and Islands,1.0,roundtrip,50.0,90.0,0.0,0,48.2023813536,-122.129259109,2020-10-14,2,https://www.wta.org/go-hiking/hikes/eagle-trail
Cow Heaven,North Cascades,9.6,roundtrip,4040.0,4460.0,3.71,7,48.5416333333,-121.447883333,2021-01-10,62,https://www.wta.org/go-hiking/hikes/cow-heaven
Snider Ridge,Olympic Peninsula,11.4,roundtrip,2340.0,3340.0,0.0,0,48.0684440872,-124.108600616,2020-03-29,2,https://www.wta.org/go-hiking/hikes/snider-ridge
Bean Peak,Snoqualmie Region,1.4,roundtrip,1143.0,6743.0,4.0,5,47.41381,-120.85868,2020-11-06,82,https://www.wta.org/go-hiking/hikes/bean-peak
East Fork Foss - Necklace Valley,Central Cascades,18.0,roundtrip,3400.0,5000.0,3.23,26,47.6659399,-121.2881179,2020-12-24,343,https://www.wta.org/go-hiking/hikes/necklace-valley
Larch Lake,Central Cascades,12.0,roundtrip,2450.0,6078.0,3.5,12,47.6903,-120.7629,2020-10-17,39,https://www.wta.org/go-hiking/hikes/larch-lake
Point Whitehorn Marine Reserve,Puget Sound and Islands,4.0,roundtrip,,,4.0,4,48.8871678,-122.7794695,2021-02-27,24,https://www.wta.org/go-hiking/hikes/point-whitehorn-marine-reserve
Independence and North Lakes,North Cascades,7.0,roundtrip,2200.0,4950.0,3.92,26,48.1169666667,-121.522616667,2021-04-21,241,https://www.wta.org/go-hiking/hikes/independence-and-north-lakes
Obstruction Point Road Snowshoe,Olympic Peninsula,,,,,5.0,2,47.9738266,-123.4766949,2021-03-26,11,https://www.wta.org/go-hiking/hikes/obstruction-point-road-snowshoe
Lyre Conservation Area,Olympic Peninsula,2.5,roundtrip,,,5.0,1,48.1473093921,-123.823540807,2020-07-25,6,https://www.wta.org/go-hiking/hikes/lyre-conservation-area
Narbeck Wetland Sanctuary,Puget Sound and Islands,2.0,trails,,,3.5,8,47.9327544,-122.2606863,2021-04-01,48,https://www.wta.org/go-hiking/hikes/narbeck-wetland-sanctuary
White Chuck Bench,North Cascades,5.0,roundtrip,,,2.93,14,48.1704918919,-121.467010975,2021-04-12,125,https://www.wta.org/go-hiking/hikes/white-chuck-bench
Lake of the Angels,Olympic Peninsula,7.0,roundtrip,3400.0,4950.0,4.54,24,47.5836,-123.234716667,2021-04-23,257,https://www.wta.org/go-hiking/hikes/lake-of-the-angels
Lundin Peak,Snoqualmie Region,7.6,roundtrip,2900.0,6057.0,3.5,2,47.428029,-121.413413,2020-12-12,46,https://www.wta.org/go-hiking/hikes/lundin-peak-trail
Jester Mountain,Central Cascades,4.5,roundtrip,628.0,5508.0,0.0,0,47.3510527,-120.7070182,2020-10-31,15,https://www.wta.org/go-hiking/hikes/jester-mountain
Moses Coulee Preserve,Central Washington,4.0,roundtrip,,1750.0,3.75,4,47.6533293,-119.6678417,2021-04-01,12,https://www.wta.org/go-hiking/hikes/moses-coulee-preserve
Saddle Lake via Meadow Mountain,North Cascades,,,,,4.5,4,48.1965845985,-121.775187493,2020-10-03,25,https://www.wta.org/go-hiking/hikes/saddle-lake
Crystal Mountain Loop (Silver King),Mount Rainier Area,6.0,roundtrip,2450.0,6800.0,3.4,5,46.9368725565,-121.474167109,2020-11-08,70,https://www.wta.org/go-hiking/hikes/crystal-mountain
Patterson Mountain,North Cascades,4.0,roundtrip,1070.0,3520.0,3.88,8,48.4620799959,-120.244116783,2021-04-06,66,https://www.wta.org/go-hiking/hikes/patterson-mountain
Minotaur Lake,Central Cascades,3.5,roundtrip,1905.0,5580.0,3.89,28,47.82775,-121.02965,2020-12-05,241,https://www.wta.org/go-hiking/hikes/minotaur-lake
Dungeness National Wildlife Refuge - Dungeness Spit,Olympic Peninsula,11.0,roundtrip,130.0,130.0,3.94,31,48.1413333333,-123.189916667,2021-04-10,192,https://www.wta.org/go-hiking/hikes/dungeness-national-wildlife-refuge
Anacortes Community Forest Lands - Four Summit Loop,Puget Sound and Islands,6.5,roundtrip,1700.0,1300.0,0.0,0,48.46768587951761,-122.62982368469237,2021-04-03,6,https://www.wta.org/go-hiking/hikes/anacortes-community-forest-lands-four-summit-loop
Rock Mountain,North Cascades,,,2660.0,7920.0,0.0,0,48.663,-119.9648,2017-08-26,1,https://www.wta.org/go-hiking/hikes/rock-mountain-2
Clark Peak,North Cascades,6.5,roundtrip,1570.0,7891.0,0.0,0,48.663,-119.964833,2017-08-26,1,https://www.wta.org/go-hiking/hikes/clark-peak
Middle Tiffany Mountain,North Cascades,,,2712.0,7972.0,0.0,0,48.6569886,-119.9764948,2017-08-26,2,https://www.wta.org/go-hiking/hikes/middle-tiffany-mountain
Freds Mountain,North Cascades,,,9000.0,7814.0,0.0,0,48.7834,-120.1079,2018-06-23,1,https://www.wta.org/go-hiking/hikes/freds-mountain
Peepsight Mountain,North Cascades,,,8800.0,8146.0,0.0,0,48.7834,-120.1079,2018-06-23,1,https://www.wta.org/go-hiking/hikes/peepsight-mountain
Amos Peak,North Cascades,,,8000.0,8259.0,0.0,0,48.7834,-120.1079,2018-06-23,1,https://www.wta.org/go-hiking/hikes/amos-peak
Andrew Peak,North Cascades,,,7500.0,8301.0,0.0,0,48.7834,-120.1079,2018-06-23,1,https://www.wta.org/go-hiking/hikes/andrew-peak
Bauerman Ridge,North Cascades,,,,8044.0,0.0,0,48.97716,-120.06673,2017-09-04,1,https://www.wta.org/go-hiking/hikes/bauerman-ridge
Silver Lake,North Cascades,9.2,roundtrip,2800.0,6950.0,3.3,10,48.73225,-120.668233333,2020-10-01,20,https://www.wta.org/go-hiking/hikes/silver-lake-1
Rock Creek,North Cascades,7.1,one-way,1500.0,5900.0,2.25,4,48.9175421,-120.631646,2020-07-24,7,https://www.wta.org/go-hiking/hikes/rock-creek-1
Lanham Lake,Central Cascades,3.2,roundtrip,1140.0,4140.0,2.83,6,47.7716333333,-121.013633333,2020-10-31,48,https://www.wta.org/go-hiking/hikes/lanham-lake
Leroy Creek High Route,Central Cascades,,,,,2.71,7,48.0686448318,-120.841348171,2020-10-03,70,https://www.wta.org/go-hiking/hikes/leroy-creek-high-route
Lenore Lake Caves,Central Washington,1.5,roundtrip,200.0,1300.0,3.57,7,47.517373241,-119.493769817,2021-03-27,68,https://www.wta.org/go-hiking/hikes/lenore-lake-caves
Lake Ethel,Central Cascades,9.5,roundtrip,3500.0,5735.0,3.25,8,47.7722141703,-120.833031651,2020-10-10,62,https://www.wta.org/go-hiking/hikes/lake-ethel
Lake Elizabeth,Central Cascades,0.75,roundtrip,69.0,2890.0,2.67,6,47.7012141878,-121.518203275,2020-08-23,45,https://www.wta.org/go-hiking/hikes/lake-elizabeth
Klahhane Ridge,Olympic Peninsula,5.0,roundtrip,1700.0,6050.0,4.5,26,47.9870833333,-123.460866667,2020-11-07,201,https://www.wta.org/go-hiking/hikes/klahhane-ridge
Lake Constance,Olympic Peninsula,4.4,roundtrip,3300.0,4800.0,3.83,18,47.729617,-123.141733,2021-03-27,86,https://www.wta.org/go-hiking/hikes/lake-constance
Kettle Crest North,Eastern Washington,29.0,one-way,5200.0,7135.0,3.5,8,48.609078938,-118.484458923,2021-04-15,42,https://www.wta.org/go-hiking/hikes/kettle-crest-north
Klonaqua Lakes,Central Cascades,10.0,one-way,2700.0,5200.0,3.0,5,47.6124001781,-120.949903771,2020-09-15,28,https://www.wta.org/go-hiking/hikes/klonaqua-lakes
Lake Stuart,Central Cascades,9.0,roundtrip,1665.0,5065.0,3.75,20,47.5277,-120.820983333,2021-04-17,329,https://www.wta.org/go-hiking/hikes/lake-stuart
Abercrombie Mountain Trail,Eastern Washington,7.3,roundtrip,2350.0,7300.0,2.57,7,48.9059840449,-117.520751776,2020-10-04,25,https://www.wta.org/go-hiking/hikes/abercrombie
45 Mile Sheep Drive,Central Cascades,4.9,one-way,,3144.0,4.0,5,48.024502,-120.650212,2008-08-09,4,https://www.wta.org/go-hiking/hikes/45-mile-sheep-drive
Agnes Gorge,Central Cascades,5.5,roundtrip,300.0,2000.0,3.0,5,48.3807333333,-120.840283333,2020-07-06,18,https://www.wta.org/go-hiking/hikes/agnes-gorge
Abernathy Pass via Cedar Creek,North Cascades,18.0,roundtrip,3400.0,6400.0,3.75,8,48.579167,-120.478683,2020-09-22,15,https://www.wta.org/go-hiking/hikes/abernathy-pass
Image Lake via Miners Ridge,North Cascades,31.8,roundtrip,4400.0,6000.0,4.25,8,48.1920688836,-121.038565636,2020-09-05,101,https://www.wta.org/go-hiking/hikes/image-lake-via-miners%20ridge
Columbia Mountain Snowshoe,Eastern Washington,7.5,roundtrip,1400.0,,3.4,5,48.6073431,-118.4786315,2021-04-15,5,https://www.wta.org/go-hiking/hikes/columbia-mountain-snowshoe
Foggy Dew Creek,North Cascades,14.0,roundtrip,4620.0,8050.0,2.75,4,48.17513,-120.26125,2020-10-04,36,https://www.wta.org/go-hiking/hikes/foggy-dew-creek
Rock Mountain via Rock Lake,Central Cascades,8.0,roundtrip,4050.0,6852.0,3.0,10,47.7757333333,-120.9581,2020-12-12,130,https://www.wta.org/go-hiking/hikes/rock-mountain-via-rock-lake
Sol Duc Falls,Olympic Peninsula,1.6,roundtrip,200.0,1951.0,4.0,20,47.9621913,-123.8498927,2021-04-24,121,https://www.wta.org/go-hiking/hikes/sol-duc-falls
Railroad Bridge Park,Olympic Peninsula,,,,,3.0,4,48.0853320762,-123.146839859,2021-01-11,13,https://www.wta.org/go-hiking/hikes/railroad-bridge-park
Columbia National Wildlife Refuge - Rimrock Lake,Central Washington,3.0,roundtrip,200.0,1060.0,3.5,6,46.936783,-119.24445,2021-03-27,27,https://www.wta.org/go-hiking/hikes/columbia-national-wildlife-refuge-rimrock-lake
Chain Lakes Trail,Central Cascades,4.2,one-way,1900.0,5700.0,3.86,7,47.7460483292,-121.086573991,2020-09-15,70,https://www.wta.org/go-hiking/hikes/chain-lakes-trail
Silver Falls Interpretive Trail,Central Cascades,1.2,roundtrip,,2400.0,2.0,4,47.9557604097,-120.534482002,2021-01-15,1,https://www.wta.org/go-hiking/hikes/silver-falls-interpretive-trail
Grand Park via Lake Eleanor,Mount Rainier Area,8.0,roundtrip,1100.0,5630.0,4.51,39,46.9962833333,-121.641333333,2020-12-28,499,https://www.wta.org/go-hiking/hikes/grand-park-via-lake-eleanor
Goat Creek Loop,South Cascades,20.2,roundtrip,3200.0,5250.0,3.2,5,46.4306415721,-122.152810916,2020-09-20,12,https://www.wta.org/go-hiking/hikes/goat-creek-loop
Smokey Bottom (West Lake Mills),Olympic Peninsula,4.0,roundtrip,500.0,800.0,3.75,4,48.0019166667,-123.604433333,2020-05-15,15,https://www.wta.org/go-hiking/hikes/lake-mills
Kettle Crest South,Eastern Washington,5.0,roundtrip,900.0,6500.0,3.6,10,48.5011659996,-118.421158791,2020-08-01,26,https://www.wta.org/go-hiking/hikes/kettle-crest-south
Lake James,Mount Rainier Area,22.0,roundtrip,3450.0,,3.0,5,46.9949,-121.9123,2018-07-30,11,https://www.wta.org/go-hiking/hikes/lake-james
Klapatche Park,Mount Rainier Area,21.4,roundtrip,3300.0,6000.0,4.0,5,46.7354,-121.8566,2020-08-17,21,https://www.wta.org/go-hiking/hikes/klapatche-park
Josephine Lake,Central Cascades,10.4,roundtrip,1800.0,5150.0,3.85,13,47.7464666667,-121.086516667,2020-10-11,103,https://www.wta.org/go-hiking/hikes/josephine-lake
Denman Peak,Mount Rainier Area,,,,,3.5,2,,,2017-07-21,3,https://www.wta.org/go-hiking/hikes/denman-peak
Barrier Peak,Mount Rainier Area,,,,,2.5,2,46.8624505096,-121.529903412,2020-06-22,7,https://www.wta.org/go-hiking/hikes/barrier-peak
Pratt Mountain,Snoqualmie Region,12.0,roundtrip,3299.0,5099.0,4.5,4,47.3957928021,-121.477546692,2021-01-23,91,https://www.wta.org/go-hiking/hikes/pratt-mountain
Steamboat Prow,Mount Rainier Area,,,,,4.4,5,,,2020-08-22,20,https://www.wta.org/go-hiking/hikes/steamboat-prow
Charlia Lakes Way Trail,Olympic Peninsula,,,,,3.5,4,47.8337186,-123.0163316,2020-07-21,16,https://www.wta.org/go-hiking/hikes/charlia-lakes-way-trail
Mount Olympus,Olympic Peninsula,,,,,4.0,2,47.8020288752,-123.708758354,2019-07-07,16,https://www.wta.org/go-hiking/hikes/mount-olympus
Double Eagle Mine - Devils Lake,North Cascades,,,,,3.0,2,48.1135632325,-121.579084396,2015-01-25,3,https://www.wta.org/go-hiking/hikes/doubleeagle-mine-devils-lake
Iron Mountain - Trout Creek,Central Cascades,,,,,2.0,2,47.8757746,-121.4609644,2016-03-31,6,https://www.wta.org/go-hiking/hikes/iron-mountain-trout-creek
Dog Lake to Cramer Lake (Trail 1106),South Cascades,,,,,2.5,4,46.6579476,-121.3601653,2020-06-12,27,https://www.wta.org/go-hiking/hikes/dog-lake-to-cramer-lake-trail-1106
West Fork Miller River,Central Cascades,,,,,2.8,5,47.6718609432,-121.39755249,2020-08-01,21,https://www.wta.org/go-hiking/hikes/west-fork-miller-river
Three Musketeers Ridge (7680'),Central Cascades,,,,,2.67,3,,,2009-06-19,1,https://www.wta.org/go-hiking/hikes/three-musketeers-ridge-7680
McLeod Mountain,North Cascades,,,,8099.0,4.5,2,,,2018-05-26,2,https://www.wta.org/go-hiking/hikes/mcleod-mountain
Gabriel Peak,North Cascades,,,,7960.0,3.0,2,,,2009-06-04,1,https://www.wta.org/go-hiking/hikes/gabriel-peak
Cascade Lookout,Snoqualmie Region,,,,,3.5,2,,,2009-05-31,1,https://www.wta.org/go-hiking/hikes/cascade-lookout
South Ingalls Peak,Snoqualmie Region,,,,,3.5,2,47.4358674974,-120.937242508,2020-09-20,37,https://www.wta.org/go-hiking/hikes/south-ingalls-peak
Buckhorn Pass,Mount Rainier Area,,,,,3.33,3,,,2018-08-04,7,https://www.wta.org/go-hiking/hikes/buckhorn-pass
Chiwaukum Mountain,Central Cascades,,,,7423.0,3.0,3,,,2009-01-30,1,https://www.wta.org/go-hiking/hikes/chiwaukum-mountains
Schweitzer Creek Loop,North Cascades,,,,,2.5,2,,,2009-01-30,1,https://www.wta.org/go-hiking/hikes/schweitzer-creek-loop
North Fork Snoqualmie Road,Snoqualmie Region,,,,,4.5,2,,,2008-12-21,3,https://www.wta.org/go-hiking/hikes/north-fork-snoqualmie-road
Ugly Duckling 5140',Snoqualmie Region,,,,,1.0,2,,,2020-06-27,4,https://www.wta.org/go-hiking/hikes/ugly-duckling-5140
Pika Trail,South Cascades,,,,,3.33,3,,,2020-02-11,7,https://www.wta.org/go-hiking/hikes/pika-244d
Pine Marten Trail,South Cascades,,,,,3.25,4,48.6912841848,-122.453066111,2021-03-07,3,https://www.wta.org/go-hiking/hikes/pine-marten-trail
Wahkeena Trail,Southwest Washington,,,,,4.33,3,45.57523973614581,-122.12812185287476,2021-01-20,12,https://www.wta.org/go-hiking/hikes/wahkeena-trail-420
Edith Creek Basin,Mount Rainier Area,,,,,3.5,4,,,2021-03-27,11,https://www.wta.org/go-hiking/hikes/edith-creek-basin
Skookumchuck River,South Cascades,,,,,4.0,2,,,2009-02-15,1,https://www.wta.org/go-hiking/hikes/skookumchuck-river
Chipmunk Rd (FS 1802),South Cascades,,,,,1.0,2,,,2009-01-23,1,https://www.wta.org/go-hiking/hikes/chipmunk-rd-fs-1802
Stafford Lookout,Snoqualmie Region,,,,,4.0,2,47.355458,-120.834435,2020-11-01,21,https://www.wta.org/go-hiking/hikes/stafford-lookout
Calligan Lake,Snoqualmie Region,,,,,3.0,3,,,2020-04-15,2,https://www.wta.org/go-hiking/hikes/calligan-lake
Fivemile Butte Lookout,South Cascades,,,,,4.0,3,,,2009-12-19,2,https://www.wta.org/go-hiking/hikes/fivemile-butte-lookout
Grisdale Hill,Olympic Peninsula,,,,,1.0,2,,,2008-12-06,1,https://www.wta.org/go-hiking/hikes/grisdale-hill
Tam O'Shanter - Viewpoint Open Space Trails,Puget Sound and Islands,1.5,roundtrip,150.0,320.0,0.0,0,47.6244175334,-122.107694149,2021-02-27,9,https://www.wta.org/go-hiking/hikes/tam-oshanter-viewpoint-open-space-trails
Thelma Gilmur Park,Puget Sound and Islands,1.2,roundtrip,,,0.0,0,47.2205008306,-122.520089149,2020-11-29,2,https://www.wta.org/go-hiking/hikes/thelma-gilmur-park
Taylor Mountain - Boot Trail,Issaquah Alps,4.5,roundtrip,200.0,950.0,0.0,0,47.5071829838,-121.88020854,2021-04-10,5,https://www.wta.org/go-hiking/hikes/taylor-mountain-boot-trail
Taylor Mountain - Sherwood Trail,Issaquah Alps,5.0,roundtrip,250.0,1250.0,0.0,0,47.432645228,-121.971223379,2020-08-22,3,https://www.wta.org/go-hiking/hikes/taylor-mountain-sherwood-trail
Taylor Mountain - Mount Beaver Trail,Issaquah Alps,1.84,one-way,150.0,800.0,0.0,0,47.4147616779,-121.925673187,2021-04-10,3,https://www.wta.org/go-hiking/hikes/taylor-mountain-mountain-beaver-trail
Taylor Mountain - Holder Ridge Trail,Issaquah Alps,1.57,one-way,425.0,900.0,2.0,1,47.4325944381,-121.970826569,2021-04-10,13,https://www.wta.org/go-hiking/hikes/taylor-mountain-holder-ridge-trail
My Backyard,Puget Sound and Islands,,,,,5.0,1,47.4425,-121.9776,2020-06-10,54,https://www.wta.org/go-hiking/hikes/my-backyard
Davis Peak,North Cascades,,,,7051.0,4.0,1,48.729351,-121.202932,2019-10-31,3,https://www.wta.org/go-hiking/hikes/davis-peak-1
Olympic Discovery Trail,Olympic Peninsula,126.6,one-way,,,3.0,1,48.107276,-123.347486,2021-02-06,10,https://www.wta.org/go-hiking/hikes/olympic-discovery-trail-morse-creek-trailhead
Monte Carlo via Middle Fork Camp,South Cascades,6.3,roundtrip,1860.0,4040.0,0.0,0,45.8572,-121.5961,2017-05-19,1,https://www.wta.org/go-hiking/hikes/monte-carlo-via-middle-fork-camp
BPA Trail,Puget Sound and Islands,7.28,roundtrip,,420.0,4.0,1,47.294213,-122.343554,2020-11-30,3,https://www.wta.org/go-hiking/hikes/bpa-trail
Bearpaw Mountain Lake,North Cascades,1.6,roundtrip,650.0,,0.0,0,48.9593,-121.807,2019-06-29,4,https://www.wta.org/go-hiking/hikes/bearpaw-mountain-lake-757
Columbia Mountain,Eastern Washington,5.4,roundtrip,3348.0,6565.0,0.0,0,48.6592853753,-118.858782649,2021-04-15,20,https://www.wta.org/go-hiking/hikes/columbia-mountain
Pacific Northwest Trail - Pasayten Traverse,North Cascades,119.0,one-way,21071.0,7490.0,0.0,0,48.9402,-119.7939,2019-07-12,1,https://www.wta.org/go-hiking/hikes/pacific-northwest-trail-pasayten-traverse
Wallula Gap - East,Eastern Washington,3.5,trails,428.0,783.0,0.0,0,46.0514994809,-118.9363752,2021-02-05,9,https://www.wta.org/go-hiking/hikes/wallula-gap-east
Salmon Creek Ravine Park,Puget Sound and Islands,5.0,trails,800.0,410.0,2.5,2,47.4896027858,-122.35927999,2020-05-06,8,https://www.wta.org/go-hiking/hikes/salmon-creek-ravine-park
Ueland Tree Farm,Olympic Peninsula,7.0,trails,,,4.0,1,47.5794207238,-122.719430923,2021-02-24,24,https://www.wta.org/go-hiking/hikes/ueland-tree-farm
Iron Peak Loop,Snoqualmie Region,14.5,roundtrip,3600.0,6387.0,3.55,11,47.4361,-120.9372,2020-07-17,105,https://www.wta.org/go-hiking/hikes/iron-peak-loop
Highline SeaTac Botanical Garden,Puget Sound and Islands,2.0,trails,,,0.0,0,47.4794938744,-122.303634882,2020-08-08,5,https://www.wta.org/go-hiking/hikes/highline-seatac-botanical-garden
Sky Country,Issaquah Alps,0.8,roundtrip,,,2.5,4,47.5311137,-122.1140837,2021-02-13,24,https://www.wta.org/go-hiking/hikes/sky-country
Sherpa Peak,Snoqualmie Region,,,7400.0,8600.0,0.0,0,47.472078,-120.888698,2014-10-18,1,https://www.wta.org/go-hiking/hikes/sherpa-peak
Domke Mountain,Central Cascades,7.2,roundtrip,3500.0,4067.0,0.0,0,48.2009478841,-120.596504429,2019-04-28,1,https://www.wta.org/go-hiking/hikes/domke-mountain
Lake to Lake Trail,Puget Sound and Islands,10.0,one-way,,,3.5,2,47.5935148736,-122.11564254,2021-04-15,9,https://www.wta.org/go-hiking/hikes/lake-to-lake-trail
Plains of Abraham - Windy Pass Loop,South Cascades,9.0,roundtrip,2000.0,4850.0,5.0,2,46.2489,-122.1361,2020-08-23,35,https://www.wta.org/go-hiking/hikes/plains-of-abraham-windy-pass-loop
Badger Mountain - Canyon Trail,Central Washington,3.25,roundtrip,1195.0,1579.0,3.92,12,46.2383603758,-119.306363886,2021-01-26,36,https://www.wta.org/go-hiking/hikes/badger-mountain-canyon-trail
Military Road,Issaquah Alps,1.4,roundtrip,410.0,1050.0,2.75,4,47.5354531114,-122.128698963,2021-03-13,42,https://www.wta.org/go-hiking/hikes/military-road
Haynes Estate Conservation Area,Eastern Washington,1.2,roundtrip,,,0.0,0,47.7913189145,-117.384216785,2021-03-20,2,https://www.wta.org/go-hiking/hikes/haynes-estate-conservation-area
Manastash Ridge - Prater Trail,Snoqualmie Region,,,,3580.0,0.0,0,46.9679,-120.6454,2019-04-14,1,https://www.wta.org/go-hiking/hikes/manastash-trail-prater-trail
Deming Homestead Eagle Park,Puget Sound and Islands,0.7,trails,,220.0,0.0,0,48.8235788402,-122.182302475,2021-03-13,1,https://www.wta.org/go-hiking/hikes/deming-homestead-eagle-park
Blue Heron Park,Eastern Washington,0.5,one-way,,,0.0,0,47.105523,-119.330353,2020-11-21,2,https://www.wta.org/go-hiking/hikes/blue-heron-park
The King,Mount Rainier Area,,,,7012.0,1.0,2,,,2008-12-02,1,https://www.wta.org/go-hiking/hikes/the-king
South Mountain,Olympic Peninsula,,,,,3.0,2,,,2009-12-25,3,https://www.wta.org/go-hiking/hikes/south-mountian
Grindstone Trail,Mount Rainier Area,,,,,4.0,4,,,2020-08-25,9,https://www.wta.org/go-hiking/hikes/grindstone-trail
Tronsen Head,Central Cascades,,,,5980.0,3.0,3,47.4327323169,-120.598297119,2021-03-27,4,https://www.wta.org/go-hiking/hikes/tronsen-head-5980
Rhododendron State Park,Puget Sound and Islands,,,,,2.5,4,,,2009-05-04,1,https://www.wta.org/go-hiking/hikes/rhododendron-state-park
Loomis Mountain,North Cascades,,,,5598.0,4.0,2,,,2009-05-16,1,https://www.wta.org/go-hiking/hikes/loomis-mountain
The Rockies,South Cascades,,,,,3.0,3,,,2019-09-07,3,https://www.wta.org/go-hiking/hikes/the-rockies
Hancock's Comb,Snoqualmie Region,,,,,2.0,2,,,2008-11-15,1,https://www.wta.org/go-hiking/hikes/hancocks-comb
Logger Butte,North Cascades,,,,,3.5,2,,,2009-05-09,1,https://www.wta.org/go-hiking/hikes/logger-butte
Earl Peak,Snoqualmie Region,7.5,roundtrip,3600.0,7036.0,3.5,10,47.3514986,-120.841222,2020-11-01,122,https://www.wta.org/go-hiking/hikes/earl-peak
McAlester Trail,Central Cascades,,,,,2.25,4,48.5039500629,-120.716815379,2019-10-16,16,https://www.wta.org/go-hiking/hikes/mcalester-trail
Scatter Peak,Snoqualmie Region,,,,7031.0,2.67,3,47.4789572883,-121.002409458,2015-05-09,4,https://www.wta.org/go-hiking/hikes/scatter-peak
Tank Lakes,Central Cascades,23.0,roundtrip,4100.0,5804.0,2.5,8,47.6649696969,-121.288300045,2020-09-26,54,https://www.wta.org/go-hiking/hikes/tank-lakes
Marble Pass,North Cascades,,,,,2.75,4,,,2020-08-29,13,https://www.wta.org/go-hiking/hikes/marble-pass
Bears Breast,Central Cascades,,,,,3.33,3,,,2008-09-13,1,https://www.wta.org/go-hiking/hikes/bears-breast
Ptarmigan Ridge (Mount Rainier),Mount Rainier Area,,,,,2.5,4,46.9339596989,-121.863707991,2016-08-05,3,https://www.wta.org/go-hiking/hikes/ptarmigan-ridge-mount-rainier
Flett Glacier,Mount Rainier Area,,,,,2.83,6,,,2019-09-21,7,https://www.wta.org/go-hiking/hikes/flett-glacier
Hidden Lake,Mount Rainier Area,,,,,3.5,4,,,2020-08-04,32,https://www.wta.org/go-hiking/hikes/hidden-lake-2
Green Park Lakes,Mount Rainier Area,,,,,2.5,4,,,2020-07-24,4,https://www.wta.org/go-hiking/hikes/green-park-lakes
